Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadDrill:8772, oredict.toolHeadDrillVyroxeres.name
gregtech:gt.meta.toolHeadDrill:8773, oredict.toolHeadDrillEximite.name
gregtech:gt.meta.toolHeadDrill:8774, oredict.toolHeadDrillPrometheum.name
gregtech:gt.meta.toolHeadDrill:8775, oredict.toolHeadDrillIgnatius.name
gregtech:gt.meta.toolHeadDrill:8776, oredict.toolHeadDrillVulcanite.name
gregtech:gt.meta.toolHeadDrill:8784, oredict.toolHeadDrillAdamantine.name
gregtech:gt.meta.toolHeadDrill:8790, oredict.toolHeadDrillTrinitanium.name
gregtech:gt.meta.toolHeadDrill:8793, oredict.toolHeadDrillTitaniumIridium.name
gregtech:gt.meta.toolHeadDrill:8794, oredict.toolHeadDrillTitaniumAluminide.name
gregtech:gt.meta.toolHeadDrill:9101, oredict.toolHeadDrillAlmandine.name
gregtech:gt.meta.toolHeadDrill:9102, oredict.toolHeadDrillAndradite.name
gregtech:gt.meta.toolHeadDrill:9119, oredict.toolHeadDrillGrossular.name
gregtech:gt.meta.toolHeadDrill:9127, oredict.toolHeadDrillPyrope.name
gregtech:gt.meta.toolHeadDrill:9129, oredict.toolHeadDrillSpessartine.name
gregtech:gt.meta.toolHeadDrill:9135, oredict.toolHeadDrillUvarovite.name
gregtech:gt.meta.toolHeadDrill:9175, oredict.toolHeadDrillGraphene.name
gregtech:gt.meta.toolHeadDrill:13004, oredict.toolHeadDrillChemicalY2.name
gregtech:gt.meta.toolHeadDrill:13006, oredict.toolHeadDrillChemicalY4.name
gregtech:gt.meta.toolHeadDrill:13007, oredict.toolHeadDrillChemicalY5.name
gregtech:gt.meta.toolHeadDrill:13008, oredict.toolHeadDrillChemicalY6.name
gregtech:gt.meta.toolHeadDrill:13009, oredict.toolHeadDrillChemicalY7.name
gregtech:gt.meta.toolHeadDrill:13010, oredict.toolHeadDrillChemicalY8.name
gregtech:gt.meta.toolHeadDrill:13011, oredict.toolHeadDrillChemicalY9.name
gregtech:gt.meta.toolHeadDrill:13012, oredict.toolHeadDrillChemicalY10.name
gregtech:gt.meta.toolHeadDrill:13013, oredict.toolHeadDrillRedCY11.name
gregtech:gt.meta.toolHeadDrill:13014, oredict.toolHeadDrillOrangeCY11.name
gregtech:gt.meta.toolHeadDrill:13015, oredict.toolHeadDrillYellowCY11.name
gregtech:gt.meta.toolHeadDrill:13016, oredict.toolHeadDrillGreenCY11.name
gregtech:gt.meta.toolHeadDrill:13017, oredict.toolHeadDrillBlueCY11.name
gregtech:gt.meta.toolHeadDrill:13018, oredict.toolHeadDrillPurpleCY11.name
gregtech:gt.meta.toolHeadDrill:13019, oredict.toolHeadDrillPinkCY11.name
gregtech:gt.meta.toolHeadDrill:13020, oredict.toolHeadDrillWhiteCY11.name
gregtech:gt.meta.toolHeadChainsaw:40, oredict.toolHeadChainsawBeryllium.name
gregtech:gt.meta.toolHeadChainsaw:130, oredict.toolHeadChainsawAluminium.name
gregtech:gt.meta.toolHeadChainsaw:220, oredict.toolHeadChainsawTitanium.name
gregtech:gt.meta.toolHeadChainsaw:240, oredict.toolHeadChainsawChromium.name
gregtech:gt.meta.toolHeadChainsaw:250, oredict.toolHeadChainsawManganese.name
gregtech:gt.meta.toolHeadChainsaw:260, oredict.toolHeadChainsawIron.name
gregtech:gt.meta.toolHeadChainsaw:270, oredict.toolHeadChainsawCobalt.name
gregtech:gt.meta.toolHeadChainsaw:278, oredict.toolHeadChainsawCobalt60.name
gregtech:gt.meta.toolHeadChainsaw:280, oredict.toolHeadChainsawNickel.name
gregtech:gt.meta.toolHeadChainsaw:290, oredict.toolHeadChainsawCopper.name
gregtech:gt.meta.toolHeadChainsaw:330, oredict.toolHeadChainsawArsenic.name
gregtech:gt.meta.toolHeadChainsaw:400, oredict.toolHeadChainsawZirconium.name
gregtech:gt.meta.toolHeadChainsaw:420, oredict.toolHeadChainsawMolybdenum.name
gregtech:gt.meta.toolHeadChainsaw:430, oredict.toolHeadChainsawTechnetium.name
gregtech:gt.meta.toolHeadChainsaw:460, oredict.toolHeadChainsawPalladium.name
gregtech:gt.meta.toolHeadChainsaw:470, oredict.toolHeadChainsawSilver.name
gregtech:gt.meta.toolHeadChainsaw:600, oredict.toolHeadChainsawNeodymium.name
gregtech:gt.meta.toolHeadChainsaw:740, oredict.toolHeadChainsawTungsten.name
gregtech:gt.meta.toolHeadChainsaw:760, oredict.toolHeadChainsawOsmiumElemental.name
gregtech:gt.meta.toolHeadChainsaw:770, oredict.toolHeadChainsawIridium.name
gregtech:gt.meta.toolHeadChainsaw:780, oredict.toolHeadChainsawPlatinum.name
gregtech:gt.meta.toolHeadChainsaw:790, oredict.toolHeadChainsawGold.name
gregtech:gt.meta.toolHeadChainsaw:820, oredict.toolHeadChainsawLead.name
gregtech:gt.meta.toolHeadChainsaw:830, oredict.toolHeadChainsawBismuth.name
gregtech:gt.meta.toolHeadChainsaw:900, oredict.toolHeadChainsawThorium.name
gregtech:gt.meta.toolHeadChainsaw:920, oredict.toolHeadChainsawUranium.name
gregtech:gt.meta.toolHeadChainsaw:921, oredict.toolHeadChainsawUranium235.name
gregtech:gt.meta.toolHeadChainsaw:940, oredict.toolHeadChainsawPlutonium.name
gregtech:gt.meta.toolHeadChainsaw:943, oredict.toolHeadChainsawPlutonium241.name
gregtech:gt.meta.toolHeadChainsaw:945, oredict.toolHeadChainsawPlutonium243.name
gregtech:gt.meta.toolHeadChainsaw:950, oredict.toolHeadChainsawAmericium.name
gregtech:gt.meta.toolHeadChainsaw:951, oredict.toolHeadChainsawAmericium241.name
gregtech:gt.meta.toolHeadChainsaw:1260, oredict.toolHeadChainsawTrinium.name
gregtech:gt.meta.toolHeadChainsaw:1520, oredict.toolHeadChainsawVibranium.name
gregtech:gt.meta.toolHeadChainsaw:1740, oredict.toolHeadChainsawNaquadah.name
gregtech:gt.meta.toolHeadChainsaw:1741, oredict.toolHeadChainsawNaquadahEnriched.name
gregtech:gt.meta.toolHeadChainsaw:1742, oredict.toolHeadChainsawNaquadria.name
gregtech:gt.meta.toolHeadChainsaw:2220, oredict.toolHeadChainsawAdamantium.name
gregtech:gt.meta.toolHeadChainsaw:8003, oredict.toolHeadChainsawCarborundum.name
gregtech:gt.meta.toolHeadChainsaw:8300, oredict.toolHeadChainsawDiamond.name
gregtech:gt.meta.toolHeadChainsaw:8301, oredict.toolHeadChainsawEmerald.name
gregtech:gt.meta.toolHeadChainsaw:8302, oredict.toolHeadChainsawRuby.name
gregtech:gt.meta.toolHeadChainsaw:8303, oredict.toolHeadChainsawBalasRuby.name
gregtech:gt.meta.toolHeadChainsaw:8304, oredict.toolHeadChainsawSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8305, oredict.toolHeadChainsawGreenSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8306, oredict.toolHeadChainsawTopaz.name
gregtech:gt.meta.toolHeadChainsaw:8307, oredict.toolHeadChainsawBlueTopaz.name
gregtech:gt.meta.toolHeadChainsaw:8308, oredict.toolHeadChainsawTanzanite.name
gregtech:gt.meta.toolHeadChainsaw:8309, oredict.toolHeadChainsawJasper.name
gregtech:gt.meta.toolHeadChainsaw:8310, oredict.toolHeadChainsawAmber.name
gregtech:gt.meta.toolHeadChainsaw:8311, oredict.toolHeadChainsawOlivine.name
gregtech:gt.meta.toolHeadChainsaw:8312, oredict.toolHeadChainsawOpal.name
gregtech:gt.meta.toolHeadChainsaw:8313, oredict.toolHeadChainsawAmethyst.name
gregtech:gt.meta.toolHeadChainsaw:8314, oredict.toolHeadChainsawOrangeSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8315, oredict.toolHeadChainsawYellowSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8316, oredict.toolHeadChainsawVinteum.name
gregtech:gt.meta.toolHeadChainsaw:8318, oredict.toolHeadChainsawEnderPearl.name
gregtech:gt.meta.toolHeadChainsaw:8319, oredict.toolHeadChainsawEnderEye.name
gregtech:gt.meta.toolHeadChainsaw:8320, oredict.toolHeadChainsawNetherStar.name
gregtech:gt.meta.toolHeadChainsaw:8321, oredict.toolHeadChainsawJade.name
gregtech:gt.meta.toolHeadChainsaw:8322, oredict.toolHeadChainsawCraponite.name
gregtech:gt.meta.toolHeadChainsaw:8323, oredict.toolHeadChainsawAquamarine.name
gregtech:gt.meta.toolHeadChainsaw:8324, oredict.toolHeadChainsawMorganite.name
gregtech:gt.meta.toolHeadChainsaw:8325, oredict.toolHeadChainsawDioptase.name
gregtech:gt.meta.toolHeadChainsaw:8326, oredict.toolHeadChainsawSpinel.name
gregtech:gt.meta.toolHeadChainsaw:8328, oredict.toolHeadChainsawBlueSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8342, oredict.toolHeadChainsawFirestone.name
gregtech:gt.meta.toolHeadChainsaw:8352, oredict.toolHeadChainsawInfusedAir.name
gregtech:gt.meta.toolHeadChainsaw:8353, oredict.toolHeadChainsawInfusedFire.name
gregtech:gt.meta.toolHeadChainsaw:8354, oredict.toolHeadChainsawInfusedEarth.name
gregtech:gt.meta.toolHeadChainsaw:8355, oredict.toolHeadChainsawInfusedWater.name
gregtech:gt.meta.toolHeadChainsaw:8356, oredict.toolHeadChainsawInfusedEntropy.name
gregtech:gt.meta.toolHeadChainsaw:8357, oredict.toolHeadChainsawInfusedOrder.name
gregtech:gt.meta.toolHeadChainsaw:8383, oredict.toolHeadChainsawPurpleSapphire.name
gregtech:gt.meta.toolHeadChainsaw:8384, oredict.toolHeadChainsawHeliodor.name
gregtech:gt.meta.toolHeadChainsaw:8385, oredict.toolHeadChainsawGoshenite.name
gregtech:gt.meta.toolHeadChainsaw:8386, oredict.toolHeadChainsawBixbite.name
gregtech:gt.meta.toolHeadChainsaw:8387, oredict.toolHeadChainsawMaxixe.name
gregtech:gt.meta.toolHeadChainsaw:8388, oredict.toolHeadChainsawAlexandrite.name
gregtech:gt.meta.toolHeadChainsaw:8415, oredict.toolHeadChainsawOnyxRed.name
gregtech:gt.meta.toolHeadChainsaw:8416, oredict.toolHeadChainsawOnyxBlack.name
gregtech:gt.meta.toolHeadChainsaw:8417, oredict.toolHeadChainsawAmazonite.name
gregtech:gt.meta.toolHeadChainsaw:8419, oredict.toolHeadChainsawZircon.name
gregtech:gt.meta.toolHeadChainsaw:8600, oredict.toolHeadChainsawElectrum.name
gregtech:gt.meta.toolHeadChainsaw:8601, oredict.toolHeadChainsawSterlingSilver.name
gregtech:gt.meta.toolHeadChainsaw:8602, oredict.toolHeadChainsawRoseGold.name
gregtech:gt.meta.toolHeadChainsaw:8603, oredict.toolHeadChainsawAngmallen.name
gregtech:gt.meta.toolHeadChainsaw:8606, oredict.toolHeadChainsawGildedIron.name
gregtech:gt.meta.toolHeadChainsaw:8610, oredict.toolHeadChainsawBronze.name
gregtech:gt.meta.toolHeadChainsaw:8611, oredict.toolHeadChainsawBlackBronze.name
gregtech:gt.meta.toolHeadChainsaw:8612, oredict.toolHeadChainsawBismuthBronze.name
gregtech:gt.meta.toolHeadChainsaw:8613, oredict.toolHeadChainsawHepatizon.name
gregtech:gt.meta.toolHeadChainsaw:8620, oredict.toolHeadChainsawBrass.name
gregtech:gt.meta.toolHeadChainsaw:8621, oredict.toolHeadChainsawCobaltBrass.name
gregtech:gt.meta.toolHeadChainsaw:8622, oredict.toolHeadChainsawAluminiumAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8630, oredict.toolHeadChainsawSteel.name
gregtech:gt.meta.toolHeadChainsaw:8631, oredict.toolHeadChainsawBlackSteel.name
gregtech:gt.meta.toolHeadChainsaw:8632, oredict.toolHeadChainsawRedSteel.name
gregtech:gt.meta.toolHeadChainsaw:8633, oredict.toolHeadChainsawBlueSteel.name
gregtech:gt.meta.toolHeadChainsaw:8634, oredict.toolHeadChainsawDamascusSteel.name
gregtech:gt.meta.toolHeadChainsaw:8635, oredict.toolHeadChainsawTungstensteel.name
gregtech:gt.meta.toolHeadChainsaw:8636, oredict.toolHeadChainsawStainlessSteel.name
gregtech:gt.meta.toolHeadChainsaw:8637, oredict.toolHeadChainsawHSLASteel.name
gregtech:gt.meta.toolHeadChainsaw:8638, oredict.toolHeadChainsawTungstenCarbide.name
gregtech:gt.meta.toolHeadChainsaw:8639, oredict.toolHeadChainsawHSLASpringSteel.name
gregtech:gt.meta.toolHeadChainsaw:8640, oredict.toolHeadChainsawAnnealedCopper.name
gregtech:gt.meta.toolHeadChainsaw:8641, oredict.toolHeadChainsawDeepIron.name
gregtech:gt.meta.toolHeadChainsaw:8642, oredict.toolHeadChainsawPigIron.name
gregtech:gt.meta.toolHeadChainsaw:8643, oredict.toolHeadChainsawWroughtIron.name
gregtech:gt.meta.toolHeadChainsaw:8644, oredict.toolHeadChainsawIronCompressed.name
gregtech:gt.meta.toolHeadChainsaw:8645, oredict.toolHeadChainsawIronMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8646, oredict.toolHeadChainsawSteelMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8647, oredict.toolHeadChainsawNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadChainsaw:8648, oredict.toolHeadChainsawDarkIron.name
gregtech:gt.meta.toolHeadChainsaw:8649, oredict.toolHeadChainsawMeteoricIron.name
gregtech:gt.meta.toolHeadChainsaw:8650, oredict.toolHeadChainsawMeteoricSteel.name
gregtech:gt.meta.toolHeadChainsaw:8651, oredict.toolHeadChainsawSteelGalvanized.name
gregtech:gt.meta.toolHeadChainsaw:8652, oredict.toolHeadChainsawTungstenSintered.name
gregtech:gt.meta.toolHeadChainsaw:8653, oredict.toolHeadChainsawVanadiumSteel.name
gregtech:gt.meta.toolHeadChainsaw:8654, oredict.toolHeadChainsawTitaniumGold.name
gregtech:gt.meta.toolHeadChainsaw:8661, oredict.toolHeadChainsawInvar.name
gregtech:gt.meta.toolHeadChainsaw:8662, oredict.toolHeadChainsawConstantan.name
gregtech:gt.meta.toolHeadChainsaw:8663, oredict.toolHeadChainsawNichrome.name
gregtech:gt.meta.toolHeadChainsaw:8664, oredict.toolHeadChainsawKanthal.name
gregtech:gt.meta.toolHeadChainsaw:8665, oredict.toolHeadChainsawMagnalium.name
gregtech:gt.meta.toolHeadChainsaw:8666, oredict.toolHeadChainsawUltimet.name
gregtech:gt.meta.toolHeadChainsaw:8667, oredict.toolHeadChainsawTinAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8670, oredict.toolHeadChainsawShadowIron.name
gregtech:gt.meta.toolHeadChainsaw:8672, oredict.toolHeadChainsawIronWood.name
gregtech:gt.meta.toolHeadChainsaw:8673, oredict.toolHeadChainsawSteeleaf.name
gregtech:gt.meta.toolHeadChainsaw:8674, oredict.toolHeadChainsawKnightmetal.name
gregtech:gt.meta.toolHeadChainsaw:8675, oredict.toolHeadChainsawFierySteel.name
gregtech:gt.meta.toolHeadChainsaw:8676, oredict.toolHeadChainsawAstralSilver.name
gregtech:gt.meta.toolHeadChainsaw:8677, oredict.toolHeadChainsawMidasium.name
gregtech:gt.meta.toolHeadChainsaw:8678, oredict.toolHeadChainsawMithril.name
gregtech:gt.meta.toolHeadChainsaw:8679, oredict.toolHeadChainsawThaumium.name
gregtech:gt.meta.toolHeadChainsaw:8681, oredict.toolHeadChainsawVoidMetal.name
gregtech:gt.meta.toolHeadChainsaw:8682, oredict.toolHeadChainsawOsmiridium.name
gregtech:gt.meta.toolHeadChainsaw:8684, oredict.toolHeadChainsawTrinaquadalloy.name
gregtech:gt.meta.toolHeadChainsaw:8685, oredict.toolHeadChainsawChromiumDioxide.name
gregtech:gt.meta.toolHeadChainsaw:8700, oredict.toolHeadChainsawAluminiumBrass.name
gregtech:gt.meta.toolHeadChainsaw:8702, oredict.toolHeadChainsawAlumite.name
gregtech:gt.meta.toolHeadChainsaw:8710, oredict.toolHeadChainsawEnderium.name
gregtech:gt.meta.toolHeadChainsaw:8711, oredict.toolHeadChainsawElectrumFlux.name
gregtech:gt.meta.toolHeadChainsaw:8718, oredict.toolHeadChainsawBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8719, oredict.toolHeadChainsawOsmium.name
gregtech:gt.meta.toolHeadChainsaw:8725, oredict.toolHeadChainsawPulsatingIron.name
gregtech:gt.meta.toolHeadChainsaw:8726, oredict.toolHeadChainsawVibrantAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8727, oredict.toolHeadChainsawConductiveIron.name
gregtech:gt.meta.toolHeadChainsaw:8728, oredict.toolHeadChainsawEnergeticAlloy.name
gregtech:gt.meta.toolHeadChainsaw:8730, oredict.toolHeadChainsawElectricalSteel.name
gregtech:gt.meta.toolHeadChainsaw:8731, oredict.toolHeadChainsawObsidianSteel.name
gregtech:gt.meta.toolHeadChainsaw:8732, oredict.toolHeadChainsawSoularium.name
gregtech:gt.meta.toolHeadChainsaw:8734, oredict.toolHeadChainsawSpectreIron.name
gregtech:gt.meta.toolHeadChainsaw:8735, oredict.toolHeadChainsawGaiaSpirit.name
gregtech:gt.meta.toolHeadChainsaw:8736, oredict.toolHeadChainsawEndium.name
gregtech:gt.meta.toolHeadChainsaw:8750, oredict.toolHeadChainsawDesh.name
gregtech:gt.meta.toolHeadChainsaw:8751, oredict.toolHeadChainsawDuranium.name
gregtech:gt.meta.toolHeadChainsaw:8752, oredict.toolHeadChainsawTritanium.name
gregtech:gt.meta.toolHeadChainsaw:8754, oredict.toolHeadChainsawOriharukon.name
gregtech:gt.meta.toolHeadChainsaw:8755, oredict.toolHeadChainsawAdamantite.name
gregtech:gt.meta.toolHeadChainsaw:8756, oredict.toolHeadChainsawDuralumin.name
gregtech:gt.meta.toolHeadChainsaw:8758, oredict.toolHeadChainsawFrozenIron.name
gregtech:gt.meta.toolHeadChainsaw:8765, oredict.toolHeadChainsawCeruclase.name
gregtech:gt.meta.toolHeadChainsaw:8766, oredict.toolHeadChainsawAtlarus.name
gregtech:gt.meta.toolHeadChainsaw:8767, oredict.toolHeadChainsawOureclase.name
gregtech:gt.meta.toolHeadChainsaw:8768, oredict.toolHeadChainsawKalendrite.name
gregtech:gt.meta.toolHeadChainsaw:8769, oredict.toolHeadChainsawOrichalcum.name
gregtech:gt.meta.toolHeadChainsaw:8770, oredict.toolHeadChainsawCarmot.name
gregtech:gt.meta.toolHeadChainsaw:8771, oredict.toolHeadChainsawSanguinite.name
gregtech:gt.meta.toolHeadChainsaw:8772, oredict.toolHeadChainsawVyroxeres.name
gregtech:gt.meta.toolHeadChainsaw:8773, oredict.toolHeadChainsawEximite.name
gregtech:gt.meta.toolHeadChainsaw:8774, oredict.toolHeadChainsawPrometheum.name
gregtech:gt.meta.toolHeadChainsaw:8775, oredict.toolHeadChainsawIgnatius.name
gregtech:gt.meta.toolHeadChainsaw:8776, oredict.toolHeadChainsawVulcanite.name
gregtech:gt.meta.toolHeadChainsaw:8784, oredict.toolHeadChainsawAdamantine.name
gregtech:gt.meta.toolHeadChainsaw:8790, oredict.toolHeadChainsawTrinitanium.name
gregtech:gt.meta.toolHeadChainsaw:8793, oredict.toolHeadChainsawTitaniumIridium.name
gregtech:gt.meta.toolHeadChainsaw:8794, oredict.toolHeadChainsawTitaniumAluminide.name
gregtech:gt.meta.toolHeadChainsaw:9101, oredict.toolHeadChainsawAlmandine.name
gregtech:gt.meta.toolHeadChainsaw:9102, oredict.toolHeadChainsawAndradite.name
gregtech:gt.meta.toolHeadChainsaw:9119, oredict.toolHeadChainsawGrossular.name
gregtech:gt.meta.toolHeadChainsaw:9127, oredict.toolHeadChainsawPyrope.name
gregtech:gt.meta.toolHeadChainsaw:9129, oredict.toolHeadChainsawSpessartine.name
gregtech:gt.meta.toolHeadChainsaw:9135, oredict.toolHeadChainsawUvarovite.name
gregtech:gt.meta.toolHeadChainsaw:9175, oredict.toolHeadChainsawGraphene.name
gregtech:gt.meta.toolHeadChainsaw:13004, oredict.toolHeadChainsawChemicalY2.name
gregtech:gt.meta.toolHeadChainsaw:13006, oredict.toolHeadChainsawChemicalY4.name
gregtech:gt.meta.toolHeadChainsaw:13007, oredict.toolHeadChainsawChemicalY5.name
gregtech:gt.meta.toolHeadChainsaw:13008, oredict.toolHeadChainsawChemicalY6.name
gregtech:gt.meta.toolHeadChainsaw:13009, oredict.toolHeadChainsawChemicalY7.name
gregtech:gt.meta.toolHeadChainsaw:13010, oredict.toolHeadChainsawChemicalY8.name
gregtech:gt.meta.toolHeadChainsaw:13011, oredict.toolHeadChainsawChemicalY9.name
gregtech:gt.meta.toolHeadChainsaw:13012, oredict.toolHeadChainsawChemicalY10.name
gregtech:gt.meta.toolHeadChainsaw:13013, oredict.toolHeadChainsawRedCY11.name
gregtech:gt.meta.toolHeadChainsaw:13014, oredict.toolHeadChainsawOrangeCY11.name
gregtech:gt.meta.toolHeadChainsaw:13015, oredict.toolHeadChainsawYellowCY11.name
gregtech:gt.meta.toolHeadChainsaw:13016, oredict.toolHeadChainsawGreenCY11.name
gregtech:gt.meta.toolHeadChainsaw:13017, oredict.toolHeadChainsawBlueCY11.name
gregtech:gt.meta.toolHeadChainsaw:13018, oredict.toolHeadChainsawPurpleCY11.name
gregtech:gt.meta.toolHeadChainsaw:13019, oredict.toolHeadChainsawPinkCY11.name
gregtech:gt.meta.toolHeadChainsaw:13020, oredict.toolHeadChainsawWhiteCY11.name
gregtech:gt.meta.toolHeadWrench:40, oredict.toolHeadWrenchBeryllium.name
gregtech:gt.meta.toolHeadWrench:130, oredict.toolHeadWrenchAluminium.name
gregtech:gt.meta.toolHeadWrench:220, oredict.toolHeadWrenchTitanium.name
gregtech:gt.meta.toolHeadWrench:240, oredict.toolHeadWrenchChromium.name
gregtech:gt.meta.toolHeadWrench:250, oredict.toolHeadWrenchManganese.name
gregtech:gt.meta.toolHeadWrench:260, oredict.toolHeadWrenchIron.name
gregtech:gt.meta.toolHeadWrench:270, oredict.toolHeadWrenchCobalt.name
gregtech:gt.meta.toolHeadWrench:278, oredict.toolHeadWrenchCobalt60.name
gregtech:gt.meta.toolHeadWrench:280, oredict.toolHeadWrenchNickel.name
gregtech:gt.meta.toolHeadWrench:290, oredict.toolHeadWrenchCopper.name
gregtech:gt.meta.toolHeadWrench:330, oredict.toolHeadWrenchArsenic.name
gregtech:gt.meta.toolHeadWrench:400, oredict.toolHeadWrenchZirconium.name
gregtech:gt.meta.toolHeadWrench:420, oredict.toolHeadWrenchMolybdenum.name
gregtech:gt.meta.toolHeadWrench:430, oredict.toolHeadWrenchTechnetium.name
gregtech:gt.meta.toolHeadWrench:460, oredict.toolHeadWrenchPalladium.name
gregtech:gt.meta.toolHeadWrench:470, oredict.toolHeadWrenchSilver.name
gregtech:gt.meta.toolHeadWrench:600, oredict.toolHeadWrenchNeodymium.name
gregtech:gt.meta.toolHeadWrench:740, oredict.toolHeadWrenchTungsten.name
gregtech:gt.meta.toolHeadWrench:760, oredict.toolHeadWrenchOsmiumElemental.name
gregtech:gt.meta.toolHeadWrench:770, oredict.toolHeadWrenchIridium.name
gregtech:gt.meta.toolHeadWrench:780, oredict.toolHeadWrenchPlatinum.name
gregtech:gt.meta.toolHeadWrench:790, oredict.toolHeadWrenchGold.name
gregtech:gt.meta.toolHeadWrench:820, oredict.toolHeadWrenchLead.name
gregtech:gt.meta.toolHeadWrench:830, oredict.toolHeadWrenchBismuth.name
gregtech:gt.meta.toolHeadWrench:900, oredict.toolHeadWrenchThorium.name
gregtech:gt.meta.toolHeadWrench:920, oredict.toolHeadWrenchUranium.name
gregtech:gt.meta.toolHeadWrench:921, oredict.toolHeadWrenchUranium235.name
gregtech:gt.meta.toolHeadWrench:940, oredict.toolHeadWrenchPlutonium.name
gregtech:gt.meta.toolHeadWrench:943, oredict.toolHeadWrenchPlutonium241.name
gregtech:gt.meta.toolHeadWrench:945, oredict.toolHeadWrenchPlutonium243.name
gregtech:gt.meta.toolHeadWrench:950, oredict.toolHeadWrenchAmericium.name
gregtech:gt.meta.toolHeadWrench:951, oredict.toolHeadWrenchAmericium241.name
gregtech:gt.meta.toolHeadWrench:1260, oredict.toolHeadWrenchTrinium.name
gregtech:gt.meta.toolHeadWrench:1520, oredict.toolHeadWrenchVibranium.name
gregtech:gt.meta.toolHeadWrench:1740, oredict.toolHeadWrenchNaquadah.name
gregtech:gt.meta.toolHeadWrench:1741, oredict.toolHeadWrenchNaquadahEnriched.name
gregtech:gt.meta.toolHeadWrench:1742, oredict.toolHeadWrenchNaquadria.name
gregtech:gt.meta.toolHeadWrench:2220, oredict.toolHeadWrenchAdamantium.name
gregtech:gt.meta.toolHeadWrench:8003, oredict.toolHeadWrenchCarborundum.name
gregtech:gt.meta.toolHeadWrench:8300, oredict.toolHeadWrenchDiamond.name
gregtech:gt.meta.toolHeadWrench:8301, oredict.toolHeadWrenchEmerald.name
gregtech:gt.meta.toolHeadWrench:8302, oredict.toolHeadWrenchRuby.name
gregtech:gt.meta.toolHeadWrench:8303, oredict.toolHeadWrenchBalasRuby.name
gregtech:gt.meta.toolHeadWrench:8304, oredict.toolHeadWrenchSapphire.name
gregtech:gt.meta.toolHeadWrench:8305, oredict.toolHeadWrenchGreenSapphire.name
gregtech:gt.meta.toolHeadWrench:8306, oredict.toolHeadWrenchTopaz.name
gregtech:gt.meta.toolHeadWrench:8307, oredict.toolHeadWrenchBlueTopaz.name
gregtech:gt.meta.toolHeadWrench:8308, oredict.toolHeadWrenchTanzanite.name
gregtech:gt.meta.toolHeadWrench:8309, oredict.toolHeadWrenchJasper.name
gregtech:gt.meta.toolHeadWrench:8310, oredict.toolHeadWrenchAmber.name
gregtech:gt.meta.toolHeadWrench:8311, oredict.toolHeadWrenchOlivine.name
gregtech:gt.meta.toolHeadWrench:8312, oredict.toolHeadWrenchOpal.name
gregtech:gt.meta.toolHeadWrench:8313, oredict.toolHeadWrenchAmethyst.name
gregtech:gt.meta.toolHeadWrench:8314, oredict.toolHeadWrenchOrangeSapphire.name
gregtech:gt.meta.toolHeadWrench:8315, oredict.toolHeadWrenchYellowSapphire.name
gregtech:gt.meta.toolHeadWrench:8316, oredict.toolHeadWrenchVinteum.name
gregtech:gt.meta.toolHeadWrench:8318, oredict.toolHeadWrenchEnderPearl.name
gregtech:gt.meta.toolHeadWrench:8319, oredict.toolHeadWrenchEnderEye.name
gregtech:gt.meta.toolHeadWrench:8320, oredict.toolHeadWrenchNetherStar.name
gregtech:gt.meta.toolHeadWrench:8321, oredict.toolHeadWrenchJade.name
gregtech:gt.meta.toolHeadWrench:8322, oredict.toolHeadWrenchCraponite.name
gregtech:gt.meta.toolHeadWrench:8323, oredict.toolHeadWrenchAquamarine.name
gregtech:gt.meta.toolHeadWrench:8324, oredict.toolHeadWrenchMorganite.name
gregtech:gt.meta.toolHeadWrench:8325, oredict.toolHeadWrenchDioptase.name
gregtech:gt.meta.toolHeadWrench:8326, oredict.toolHeadWrenchSpinel.name
gregtech:gt.meta.toolHeadWrench:8328, oredict.toolHeadWrenchBlueSapphire.name
gregtech:gt.meta.toolHeadWrench:8342, oredict.toolHeadWrenchFirestone.name
gregtech:gt.meta.toolHeadWrench:8352, oredict.toolHeadWrenchInfusedAir.name
gregtech:gt.meta.toolHeadWrench:8353, oredict.toolHeadWrenchInfusedFire.name
gregtech:gt.meta.toolHeadWrench:8354, oredict.toolHeadWrenchInfusedEarth.name
gregtech:gt.meta.toolHeadWrench:8355, oredict.toolHeadWrenchInfusedWater.name
gregtech:gt.meta.toolHeadWrench:8356, oredict.toolHeadWrenchInfusedEntropy.name
gregtech:gt.meta.toolHeadWrench:8357, oredict.toolHeadWrenchInfusedOrder.name
gregtech:gt.meta.toolHeadWrench:8383, oredict.toolHeadWrenchPurpleSapphire.name
gregtech:gt.meta.toolHeadWrench:8384, oredict.toolHeadWrenchHeliodor.name
